,sex,age,ID
13773,M,46.1304079240542,1659384
13776,F,46.034373382527214,1346115
13778,F,46.06398308601805,146415
13779,M,46.326304917855566,1647269
13783,M,47.498872552404805,161657
13785,F,46.341503759237426,900779
13787,F,45.950610552515336,1040208
13788,M,45.99418072767482,2025759
13789,F,46.07287727722608,2842619
13790,F,46.08852650904826,1455472
13797,M,46.02255206145244,1008097
13798,M,46.16170638769857,819404
13802,F,46.257740929225555,812921
13807,M,45.93833884100023,521950
13811,M,45.976842735699094,1032776
13813,F,45.924378369331585,1818983
13814,F,45.96288226403045,2979238
13815,F,45.95229931266888,642394
13816,M,45.966259784337524,3000018
13817,M,45.959504743723365,2634030
13820,F,45.92268960917804,1235441
13822,F,46.84576949946223,815008
13823,M,47.026918042322066,1284241
13825,F,45.966259784337524,1993091
13827,M,46.06398308601805,1041586
13829,M,47.077243258095706,2204242
13830,M,45.91041789766294,1612600
13833,M,46.05891680555743,2872794
13837,F,46.85466369067025,1752264
13838,F,46.071188517072535,2272900
13839,F,46.32923204772232,2413242
13840,F,46.20358780270451,1420161
13841,F,46.18456105057524,2428408
13843,M,46.09190402935534,1210311
13846,F,45.95229931266888,3033335
13847,F,45.93833884100023,2574544
13848,M,49.05963023504344,1688083
13850,F,46.743430307761415,1907095
13851,M,46.38428595512402,1741416
13852,F,46.79713304384213,1775236
13854,F,49.838939909061196,2151900
13856,M,46.39948479650588,2712637
13857,F,46.11982497269263,2100499
13859,F,46.147745916029926,1086790
13861,F,46.139302115262225,1473588
13862,M,46.17566685936722,2846932
13863,M,46.0902152692018,2904710
13864,M,46.036062142680755,876393
13865,M,46.24546921771044,1465199
13866,F,46.189627331035865,972976
13874,M,46.51792361046921,2940556
13879,F,46.01703539055149,1324865
13880,F,45.98022025600617,949273
13883,F,46.46084335408141,3089560
13884,M,45.99418072767482,678248
13885,M,46.41513402832806,2730522
13892,M,45.976842735699094,957546
13898,M,45.99418072767482,2480109
13903,F,46.76290745033101,386108
13909,M,46.09190402935534,52926
13912,F,46.189627331035865,1080859
13918,F,48.34336787875476,2783192
13921,M,46.02210167101211,1335220
13922,F,45.966259784337524,1553592
13924,M,46.02210167101211,2818511
13925,F,46.56746084696996,1753400
13928,F,46.34319251939097,249635
13932,M,46.113069932078474,1579004
13935,F,46.32799367800911,1839452
13936,F,45.924378369331585,317052
13937,F,48.88613751367842,1613302
13939,F,46.93167148006797,2073738
13940,F,46.13378544436128,1706438
13941,F,45.92268960917804,405429
13944,M,46.205726953298374,931971
13949,F,46.13378544436128,2365214
13950,M,46.16170638769857,2716105
13952,M,46.13378544436128,1831004
13957,M,45.97515397554555,191743
13960,M,45.924378369331585,1918515
13961,F,45.924378369331585,927643
13962,F,46.25942968937909,896134
13965,F,46.147745916029926,1110854
13966,F,45.93833884100023,930025
13976,F,46.10586450102399,644475
13981,F,45.976842735699094,922002
13982,F,46.01365787024441,356785
13983,M,47.943242891992085,2549610
13990,M,46.087288139335044,1209508
13991,M,46.357152991059614,511898
13992,M,46.513307720448914,3049417
13994,F,45.96457102418398,2696098
13995,M,46.196832762090345,681719
14001,M,46.13209668420774,2352548
14002,F,45.92268960917804,2307532
14003,M,46.77180164153903,1840996
14004,M,46.4129948777342,2125177
14005,M,47.29002785343248,761015
14009,F,46.19559439237713,1921657
14011,M,46.077943557686694,1689335
14013,M,45.89645742599429,1012431
14014,F,46.10079822056336,2913362
14018,F,46.069499756918994,2795824
14024,M,45.985736926907116,180781
14029,F,46.034373382527214,435467
14031,M,46.10586450102399,2140434
14032,F,46.2717014008942,2367316
14034,M,46.00645243918992,1117801
14035,M,46.0500226143494,503673
14038,M,46.06229432586451,2724952
14040,F,46.036062142680755,296773
14041,M,46.35377547075254,1301907
14043,F,46.07456603737961,511953
14045,M,46.14099087541577,1227851
14050,M,46.538639122752016,2510191
14052,F,46.00476367903638,2478987
14064,F,45.95229931266888,1244168
14065,M,46.20358780270451,2385773
14066,M,46.362332073128,595237
14070,M,46.18624981072878,3077184
14071,M,46.060605565710965,2253736
14073,F,45.89645742599429,1797781
14074,F,45.93665008084669,2453464
14075,M,45.99080320736774,1401057
14077,M,46.14695793675703,762265
14082,M,45.97008769508493,431552
14084,M,46.00814119934346,91534
14086,F,46.09235441979567,2843381
14087,M,47.11158165321459,2477411
14090,F,45.94723303220826,1861897
14092,F,45.98022025600617,3085001
14099,M,46.06398308601805,635381
14100,M,45.99418072767482,1080904
14102,M,46.35636501178673,929791
14105,M,46.20358780270451,1660634
14112,F,46.07625479753315,463614
14115,M,47.01160639933244,1645593
14120,F,45.98022025600617,1939955
14121,M,46.03268462237367,843538
14122,M,45.97177645523847,1209381
14124,F,46.56959999756383,2863507
14125,F,46.104175740870446,352236
14126,M,46.06398308601805,2623908
14128,M,46.10800365161785,1526831
14129,F,46.21754827437315,1253143
14131,M,46.00814119934346,659336
14134,M,46.038201293274625,1166628
14135,F,46.324165767261704,969963
14137,F,46.04326757373524,1063241
14138,F,46.52467865108337,953537
14139,M,46.147745916029926,3040979
14143,M,46.064433476458376,467493
14146,F,45.98022025600617,167832
14148,M,45.924378369331585,723935
14149,M,46.636362424432534,763303
14151,F,46.13378544436128,2624059
14155,F,46.451498772433055,2074834
14156,M,46.0500226143494,715277
14158,M,46.01703539055149,109138
14159,M,47.25242473961427,3058204
14166,F,47.00451376988572,2680331
14167,M,46.018724150705026,2820284
14169,M,46.383385174243365,2167973
14172,F,46.113069932078474,89611
14173,M,46.034373382527214,2869709
14175,M,46.55563952589518,2824910
14177,F,47.55786635617094,1773429
14178,F,47.02556687100109,2972833
14180,F,45.98022025600617,2741571
14182,F,46.31358281590013,370220
14184,M,46.32923204772232,214499
14189,M,45.97346521539201,2570494
14192,F,46.536950362598475,2071142
14194,F,46.556877895608395,528068
14195,F,46.07625479753315,2734480
14196,F,46.06229432586451,125572
14199,F,45.93833884100023,1613046
14200,F,45.98022025600617,2831473
14204,M,49.28592491160853,2820071
14206,M,46.273390161047736,353456
14210,F,46.172289339060136,2320167
14212,M,46.61947482289714,851072
14215,M,46.72778107593923,84236
14216,M,46.1828722904217,1499462
14218,M,46.20910447360546,2827426
14219,F,47.19061579159841,2726147
14220,F,46.21754827437315,2725394
14221,F,45.92268960917804,298661
14222,F,45.98022025600617,1281561
14229,F,46.00476367903638,1101512
14231,F,48.25780430297232,286306
14232,M,47.84304285088513,961515
14235,F,47.51024348303926,1767062
14237,F,45.96457102418398,1286709
14243,F,46.17949477011462,1983245
14244,M,45.992491967521275,630995
14246,M,46.44091582107149,2872202
14250,M,46.66090584746275,391950
14251,F,46.86569703247215,1022483
14253,M,47.078144038976355,2579073
14256,F,46.59110348911952,1364748
14258,M,46.25571458023945,1095736
14263,F,46.069499756918994,1161058
14264,F,46.20403819314483,2573792
14265,M,46.10586450102399,1406426
14267,F,46.0500226143494,2851964
14269,M,45.92100084902451,1613725
14272,F,50.02943303356939,2812667
14273,F,46.11982497269263,2437237
14274,M,46.21754827437315,1353634
14280,F,46.24378045755691,744508
14282,F,46.189627331035865,2978448
14283,F,46.13378544436128,781713
14287,M,46.7550268416114,1574802
14289,M,45.98022025600617,1284966
14290,M,46.034373382527214,2664925
14292,M,45.95229931266888,588782
14295,F,45.924378369331585,905516
14297,F,48.28549964309408,319677
14298,F,46.03268462237367,2627485
14299,F,45.95229931266888,1259335
14300,F,48.20308798440318,1795395
14301,M,46.64446863636768,1247858
14304,F,49.731421635291994,162061
14306,M,47.29937243508083,1036584
14307,F,46.038201293274625,197429
14313,F,45.966259784337524,3072917
14316,F,45.99800863842222,1066322
14318,F,46.58052053775795,2348044
14319,M,49.45457695572847,1933212
14320,M,46.11982497269263,2753242
14322,M,46.181633920708485,498698
14324,M,45.96457102418398,745
14325,M,46.02041291085857,976188
14326,M,46.06398308601805,411942
14328,M,46.00814119934346,875273
14336,F,45.92268960917804,2380593
14338,M,46.40792859727358,2902805
14340,F,46.07287727722608,296493
14341,F,45.98022025600617,861009
14343,F,46.029307102066596,513337
14347,F,45.92268960917804,1413359
14351,M,46.07456603737961,1976444
14354,F,45.976842735699094,1726035
14361,F,46.02210167101211,1096565
14362,M,46.32923204772232,1672567
14363,M,46.00814119934346,2339175
14367,M,46.49169142728545,2241143
14371,M,46.13209668420774,844022
14372,M,46.45667785450144,765955
14375,M,50.52232784315973,129285
14378,F,45.93665008084669,1044520
14380,M,46.426955349402846,1962431
14382,M,45.89645742599429,1421029
14386,M,46.02210167101211,561289
14388,M,46.102486980716904,2987345
14390,M,46.07456603737961,2654670
14392,M,46.25909210054653,1167759
14393,M,46.989652517336424,1339479
14394,M,46.077943557686694,2892104
14396,F,46.104175740870446,2250842
14397,M,45.91041789766294,575899
14399,F,46.003074918882845,1996025
14400,F,46.83991523972872,443038
14401,F,46.045406724329105,2077772
14402,M,45.924378369331585,1961144
14403,M,46.95114862263756,2663946
14405,M,45.99418072767482,887103
14406,F,46.381696414089824,791805
14409,M,46.24378045755691,981779
14411,F,46.787450873361216,2043925
14414,M,46.24546921771044,917750
14416,M,45.93833884100023,975754
14417,F,47.165621978127874,1112231
14423,F,46.504413529240885,2787795
14424,F,45.89645742599429,3076837
14426,F,46.25942968937909,1134891
14428,F,46.98514942892389,1662089
14429,M,46.426955349402846,2952373
14432,M,46.651223676981836,1323569
14433,M,46.09190402935534,2242757
14436,M,46.11475869223201,1900661
14437,M,50.26529789499836,1891703
14439,M,46.11858660297942,285593
14443,F,46.02210167101211,418740
14445,M,46.034373382527214,177519
14449,M,45.96457102418398,2226066
14452,F,48.53341061282263,970256
14455,F,46.1426796355693,2023245
14457,M,45.924378369331585,100741
14459,F,46.001386158729304,249071
14460,F,46.4129948777342,1630396
14462,M,46.027618341913055,1041303
14463,F,46.00814119934346,223034
14465,M,45.95229931266888,651591
14466,M,45.98022025600617,1553011
14473,M,46.38507393439691,845741
14474,F,46.189627331035865,967738
14479,M,46.147745916029926,1541547
14480,F,46.086837748894716,1291021
14482,F,45.966259784337524,2177989
14483,F,46.578831777604414,326692
14485,F,46.957115683978834,246641
14486,F,46.34702043013837,2058158
14490,F,45.992491967521275,1005828
14493,M,46.2315087460418,926181
14494,F,49.24449388704292,1716211
14495,M,45.96457102418398,2862880
14496,F,45.93833884100023,1265607
14499,F,46.104175740870446,3082205
14500,F,48.72593008631692,2723490
14503,F,46.22137618512056,557794
14509,F,45.98742568706066,3032966
14518,M,46.86569703247215,1961145
14519,M,46.13378544436128,450889
14522,F,45.95229931266888,1814270
14525,F,45.961193503876906,596502
14526,M,46.97569204566778,2592367
14527,M,46.15832886739149,2806640
14528,F,46.036062142680755,1139025
14529,M,46.03268462237367,2197728
14530,M,46.39745844751978,901309
14532,M,46.02210167101211,1727728
14533,M,45.93833884100023,3098128
14535,M,49.579545207090426,2768649
14537,F,45.95229931266888,1177614
14538,M,45.91041789766294,797166
14539,F,46.39903440606555,522954
14543,M,46.189627331035865,2834437
14546,F,45.98022025600617,1348168
14548,M,46.74466867747462,2352974
14553,F,45.95229931266888,739947
14556,M,46.130858314494525,2871041
14559,M,46.3474708205787,2830924
14560,F,46.018724150705026,630393
14562,M,45.9489217923618,1014129
14563,M,46.102486980716904,1312494
14565,F,46.187938570882324,658316
14566,F,45.98022025600617,2286965
14568,F,46.20358780270451,2036536
14571,F,46.147745916029926,2080650
14574,M,45.992491967521275,429453
14578,M,46.077943557686694,909297
14579,M,46.087288139335044,2649653
14588,F,46.29962234423149,2638477
14589,F,46.10586450102399,557820
14591,F,46.11982497269263,2944675
14593,F,47.95979290469492,2076710
14594,F,46.70661517321609,2364292
14596,M,45.966259784337524,650978
14597,M,45.93833884100023,1882196
14598,F,46.315271576053675,2340392
14599,F,46.036062142680755,836945
14600,M,46.20358780270451,2250643
14606,M,45.950610552515336,464851
14609,M,46.00476367903638,717097
14611,M,46.908816817191294,189054
14615,M,45.924378369331585,996248
14617,M,47.45676553418334,1342426
14618,M,45.924378369331585,2875966
14619,M,46.147745916029926,2747168
14621,M,46.273390161047736,873481
14627,F,46.22813122573472,1429567
14628,M,46.92491643945381,941737
14634,F,46.9761424361081,714064
14635,M,45.92268960917804,209686
14643,M,45.91041789766294,2110209
14647,F,46.00645243918992,1205605
14648,M,45.96457102418398,2540225
14649,M,47.99536966952703,1122974
14653,M,45.99080320736774,254632
14655,F,46.11813621253909,2741273
14656,F,51.64952292479745,1016899
14657,F,46.09235441979567,2905620
14658,M,46.036062142680755,1730945
14659,F,46.25942968937909,755230
14661,F,46.0902152692018,2251275
14662,M,46.02210167101211,32812
14666,F,45.994631118115144,2637258
14667,M,46.02210167101211,2595577
14668,F,45.89645742599429,3040810
14669,M,45.908729137509404,1000868
14671,F,46.077943557686694,2259690
14672,F,45.93665008084669,2306364
14675,F,46.2315087460418,538112
14677,F,46.1426796355693,1054763
14678,M,46.28735063271638,1786142
14679,F,46.036062142680755,1879215
14682,M,46.09190402935534,2921778
14684,F,46.32923204772232,2663636
14687,M,46.10800365161785,761792
14690,F,46.215859514219616,974098
14692,M,45.924378369331585,664143
14693,F,46.215859514219616,512431
14694,M,46.00814119934346,1015177
14695,F,46.003074918882845,1088121
14702,F,46.11982497269263,1501765
14704,F,45.91041789766294,11688
14707,M,46.52467865108337,2541078
14708,M,46.069499756918994,1256569
14715,F,46.43292241074412,1958746
14716,F,46.04664509404232,1037416
14717,M,46.33981499908389,2908421
14719,M,46.427405739843174,585440
14720,M,46.060605565710965,1669838
14722,F,45.98022025600617,1165404
14724,F,45.91041789766294,1670412
14725,F,46.210005254486106,1902428
14729,M,47.646695466643436,1562875
14731,M,46.10293737115723,469536
14739,M,46.00814119934346,944661
14740,F,48.68078395261166,2613835
14742,M,46.08514898874118,1136113
14753,F,46.82674274733296,746482
14756,M,47.022189350694006,1173886
14758,F,46.02210167101211,1201697
14762,M,45.93833884100023,5212
14763,M,45.98022025600617,2989043
14766,M,46.22813122573472,2701627
14767,M,46.00814119934346,3084568
14769,F,46.16001762754503,174464
14778,M,46.00814119934346,186549
14780,M,46.341503759237426,1664189
14782,F,46.036062142680755,479073
14784,M,46.31786111708787,766301
14786,M,45.89645742599429,2993386
14788,M,45.93833884100023,205654
14789,F,45.97515397554555,1317590
14791,F,45.966259784337524,2874478
14795,M,46.185461831455896,1473455
14796,F,47.03243471322301,2395058
14797,M,47.05179905418484,740922
14799,F,45.950610552515336,1416455
14801,M,45.98022025600617,2320359
14804,M,46.06398308601805,464066
14811,M,46.954075752504316,2536130
14814,F,46.09190402935534,2307089
14817,M,46.30513901513244,1609974
14818,M,46.22475370542764,1007557
14819,F,47.33843952182777,3848
14821,M,46.02041291085857,775438
14825,M,45.96457102418398,1818818
14826,M,48.68438626014354,3011527
14829,M,45.91041789766294,1475547
14830,F,46.172289339060136,2544452
14831,F,47.12756847386934,2022044
14841,M,46.029307102066596,1630761
14843,F,45.95229931266888,1468968
14851,F,46.04833385419586,1321247
14852,F,46.85635245082379,1781477
14855,M,45.9489217923618,1890620
14856,F,46.16891181875305,1383301
14857,F,46.20358780270451,1971900
14858,F,46.75694038898973,2015766
14861,M,46.00645243918992,267092
14862,F,46.034373382527214,235331
14863,F,46.02210167101211,2102455
14867,M,45.992491967521275,20230
14870,F,46.18624981072878,507256
14872,F,46.545844553806496,2127608
14873,F,46.077943557686694,848824
14874,F,46.282284352255765,1905622
14876,F,46.18883935176297,1650054
14885,F,46.044956333888784,3088075
14886,M,45.91041789766294,1330541
14887,M,46.78655009248056,2133709
14888,M,45.98022025600617,1330056
14893,M,47.50495159936311,8585
14894,M,46.036062142680755,698728
14903,F,46.530195321984316,2305449
14905,M,46.16001762754503,1280375
14907,M,45.92268960917804,1579273
14908,F,47.10302505083913,672663
14911,M,45.97346521539201,14131
14912,F,47.178344080083306,265900
14913,M,46.39903440606555,706204
14914,F,45.908729137509404,2555188
14916,M,46.02210167101211,1153600
14919,M,45.95781598356982,658160
14920,M,47.25749102007489,134492
14921,M,46.060605565710965,1346816
14923,M,46.077943557686694,2562364
14924,F,46.13378544436128,1287356
14926,F,45.966259784337524,1637427
14927,F,46.32923204772232,990605
14932,M,46.018724150705026,1930188
14933,M,46.20189904255097,1628451
14934,M,47.016335090960496,1860108
14939,F,45.99418072767482,2944237
14940,F,46.2315087460418,2618702
14942,M,46.42571697968963,801672
14943,M,46.28611226300317,804960
14947,M,45.95229931266888,1444936
14948,F,45.98022025600617,2910682
14949,F,45.98022025600617,1341228
14951,M,46.16170638769857,796154
14957,F,46.17566685936722,2213150
14958,F,46.01534663039795,1919346
14959,F,46.1304079240542,2235953
14960,M,46.00645243918992,1404046
14961,F,46.598759310614334,1756503
14976,M,46.102486980716904,111978
14977,M,46.17566685936722,2457578
14980,F,47.37806898463208,2512294
14984,M,46.16001762754503,1386401
14989,M,46.0817714684341,2707095
14991,F,46.077943557686694,1543314
14992,M,45.966259784337524,2090441
14993,F,46.00814119934346,2247119
14996,M,46.187938570882324,2299369
14998,F,46.0940431799492,2624006
15001,M,46.25942968937909,905453
15002,M,45.89645742599429,2504242
15004,M,46.11858660297942,1192696
15007,F,45.92268960917804,1106561
15013,F,46.034373382527214,2155350
15014,M,46.67655507928493,1391747
15015,F,45.966259784337524,523229
15016,M,46.53188408213786,640777
15017,F,46.15326258693087,3016746
15018,F,49.26971330372899,584675
15026,F,45.992491967521275,3071266
15027,M,46.73667526714725,2555982
15030,M,46.08514898874118,2282723
15033,M,46.50272476908735,2639903
15034,M,46.17566685936722,2149249
15035,M,48.44593267367111,2868328
15036,M,46.2717014008942,1150784
15040,M,46.034373382527214,1944317
15043,M,46.172289339060136,638142
15044,M,46.139302115262225,347061
15047,F,46.87031292249244,1988927
15048,M,46.09190402935534,1580177
15049,M,45.966259784337524,1733562
15051,M,48.46901212377258,301870
15054,M,45.966259784337524,755681
15055,F,46.80051056414921,1286920
15056,F,46.06229432586451,1790886
15058,M,46.92153891914673,2229132
15061,F,46.029307102066596,162705
15062,F,46.10079822056336,1292375
15065,M,45.99418072767482,442773
15067,F,45.95229931266888,1761696
15069,F,46.19514400193681,1139889
15070,M,46.00814119934346,344490
15071,F,46.11138117192493,2432481
15073,F,45.924378369331585,3048010
15077,M,46.146057155876385,1227861
15082,M,45.908729137509404,1416977
15084,M,46.11982497269263,784116
15085,F,46.04833385419586,2256554
15086,M,46.03099586222014,952897
15087,M,45.92268960917804,347150
15090,F,46.09190402935534,2875578
15102,F,46.16001762754503,337467
15103,M,46.29714560480506,1964108
15104,F,46.038201293274625,747447
15105,M,46.10586450102399,1355129
15106,M,48.0015615180931,2346211
15107,F,46.27001264074066,2203934
15110,M,46.5860372086589,2078570
15115,F,47.82525446846908,2994986
15117,F,45.95229931266888,1634861
15118,M,46.018724150705026,2523157
15119,M,46.04833385419586,450778
15120,F,45.92268960917804,2790208
15122,F,46.02210167101211,400148
15125,F,46.13378544436128,1598295
15127,M,46.493380187438994,513329
15128,F,46.74174154760787,1279932
15129,M,47.187688661731656,738570
15130,F,45.908729137509404,1132
15144,F,46.587838770420205,1112984
15145,M,46.54246703349942,374898
15146,M,46.205726953298374,847122
15148,F,45.924378369331585,2988819
15151,F,46.09190402935534,285151
15152,M,45.9489217923618,1063162
15153,F,45.93327256053961,1362142
15155,F,46.09190402935534,2723199
15156,M,46.17566685936722,2291419
15157,M,46.10586450102399,2571201
15161,M,46.02041291085857,1100394
15163,M,46.44350536210568,2812894
15165,F,46.13378544436128,1871374
15167,F,46.59110348911952,232397
15169,F,47.39326782601394,2714994
15171,F,46.24546921771044,911238
15176,F,47.00620253003926,2578869
15179,M,47.12205180296839,919730
15181,M,46.432584821911554,200284
15184,M,46.069499756918994,1542411
15185,M,46.10800365161785,315793
15187,M,46.732396965959516,1907496
15191,M,47.86702308186726,1209494
15192,M,46.18624981072878,191113
15193,M,46.26156883997296,1034438
15198,M,46.196832762090345,1872638
15206,F,45.924378369331585,1512482
15208,F,46.63681281487286,988504
15209,F,46.06229432586451,595175
15212,M,45.99418072767482,1850285
15217,F,46.21754827437315,2491431
15219,F,46.00814119934346,1314684
15228,F,46.00645243918992,631696
15230,M,46.26663512043358,11362
15237,M,45.92268960917804,2056993
15239,F,46.17397809921368,2278394
15242,F,45.89645742599429,2174951
15243,F,47.01160639933244,1563948
15246,M,45.9489217923618,1981011
15251,F,46.08008270828056,642119
15254,F,46.09190402935534,2979933
15256,F,46.29455606377087,3008739
15257,F,46.16001762754503,1537004
15259,M,46.32923204772232,899752
15261,F,46.187938570882324,2799837
15264,F,45.9891144472142,1848101
15267,F,46.22981998588826,26902
15268,M,45.966259784337524,1174772
15269,F,45.93327256053961,1956407
15272,M,47.286650333125394,1572637
15274,M,46.16001762754503,1696124
15277,F,46.12703040374712,613268
15279,F,46.27474133236872,290045
15285,F,46.23747580738307,3093889
15288,M,45.91041789766294,1859739
15291,M,46.16170638769857,1477141
15293,M,45.93833884100023,1435213
15294,F,46.16170638769857,2079544
15295,M,46.55259959442066,1233554
15299,M,48.83198438715738,2517017
15303,M,46.76808653239939,1270426
15304,M,46.20358780270451,1954177
15306,F,46.59110348911952,1053639
15317,F,45.959504743723365,1448091
15322,M,45.99418072767482,2000298
15324,F,46.071188517072535,2031350
15327,M,47.73597496755626,3043774
15329,F,45.91041789766294,2389689
15332,M,46.25942968937909,1488714
15336,F,46.104175740870446,2984777
15339,F,46.42188906894223,2175465
15341,F,46.189627331035865,2070618
15343,M,45.89645742599429,840284
15344,M,46.426955349402846,1028970
15350,F,46.51792361046921,2051559
15351,F,45.966259784337524,1711372
15354,F,46.036062142680755,303780
15356,M,46.11982497269263,2155153
15358,M,46.31358281590013,931791
15359,M,45.984048166753574,2205989
15360,F,46.68589966093329,1989685
15361,M,46.11982497269263,3063353
15362,F,46.315271576053675,1872917
15363,F,45.91041789766294,1628282
15366,F,46.16170638769857,215901
15370,F,45.99418072767482,955915
15371,F,46.37111346272826,426686
15374,F,45.97853149585263,1574955
15382,M,45.92268960917804,2396809
15383,M,46.18883935176297,2997054
15387,M,46.578831777604414,1964743
15390,F,46.708303933369635,2380594
15391,F,46.29962234423149,94561
15394,M,45.93833884100023,95864
15397,M,46.80219932430275,733538
15399,F,46.37156385316859,68271
15401,F,46.00476367903638,1640752
15404,M,45.99418072767482,379111
15405,F,46.996857948390904,1744032
15406,F,45.95229931266888,827429
15407,M,46.17566685936722,1426202
15408,F,45.908729137509404,1734548
15409,M,45.9891144472142,1139073
15413,F,46.273390161047736,1664547
15414,M,46.10586450102399,989031
15419,M,45.961193503876906,196041
15421,F,48.134524811763896,3094327
15425,F,45.99418072767482,1897007
15427,F,46.273390161047736,2148542
15430,F,50.527281322012584,532615
15431,M,45.95229931266888,1523648
15433,F,47.05607735537257,154797
15434,F,46.59414342059404,862918
15435,F,47.273703443945166,820381
15438,M,46.137613355108684,2985374
15440,M,47.99266732688507,2419831
15443,F,45.95229931266888,3026059
15444,M,45.99418072767482,2114394
15445,F,46.264946360280035,2955196
15447,F,46.383385174243365,2839846
15451,F,46.104175740870446,1367351
15453,M,45.96288226403045,347347
15455,M,45.98022025600617,2152125
15458,F,46.536950362598475,2349558
15464,F,46.0500226143494,744436
15467,M,46.55259959442066,1253346
15470,F,46.376630133629206,289755
15472,F,45.924378369331585,1590144
15473,F,46.32754328756878,1504235
15474,F,45.93833884100023,1678305
15476,M,45.98022025600617,887283
15483,F,47.11574715279456,2390703
15484,M,46.807715995203694,2058551
15486,F,46.036062142680755,576853
15489,M,46.0415788135817,259321
15493,F,47.92624248884892,2447499
15497,M,46.02210167101211,1343171
15499,F,46.341503759237426,332748
15502,F,47.057315725085786,1506357
15503,M,45.99418072767482,783480
15504,M,45.9891144472142,1278703
15505,M,46.08391061902797,2304846
15507,M,46.25436340891847,803813
15508,M,46.4129948777342,806310
15509,F,46.034373382527214,1004721
15510,F,46.22137618512056,2072659
15512,M,46.56194417606901,435512
15513,M,46.036062142680755,1704563
15518,M,46.93685056213636,1601704
15521,M,46.39734564591201,190310
15522,M,46.02041291085857,52338
15526,M,46.38507393439691,1143683
15527,M,46.60844148109524,363458
15528,M,46.187938570882324,2350618
15532,F,46.39903440606555,2079259
15533,F,46.00814119934346,1467899
15534,F,46.147745916029926,447824
15535,F,45.89645742599429,2161748
15536,M,45.92100084902451,2383550
15538,M,46.01703539055149,293786
15547,M,46.31020529559306,2119263
15551,M,46.13378544436128,430273
15556,M,45.96457102418398,1549411
15560,M,46.128719163900655,2103777
15566,M,49.59981032893291,991785
15567,F,46.59279224927306,2074864
15573,M,47.26503403996193,1214332
15575,M,46.077943557686694,3076038
15576,M,50.06253305897506,921052
15577,M,45.924378369331585,963824
15578,F,45.924378369331585,2949366
15579,F,47.79305522394406,2073802
15580,F,45.98022025600617,2978987
15582,M,46.00645243918992,1981951
15583,F,47.1491847670328,969175
15584,M,46.27001264074066,1246752
15585,M,45.976842735699094,2320583
15587,M,52.0177870718584,2737584
15589,F,46.15664010723795,2649171
15592,M,46.282284352255765,2637817
15593,M,45.950610552515336,3022604
15596,M,46.48797631814581,1047250
15597,F,46.09190402935534,1723098
15599,M,46.113069932078474,2007236
15601,F,46.18624981072878,579124
15602,F,46.22981998588826,2044549
15605,F,45.99800863842222,1092001
15606,F,46.189627331035865,3097805
15607,M,46.96432111503332,150887
15609,M,47.4233279199451,2151290
15611,F,45.966259784337524,461939
15616,F,46.06229432586451,2749193
15618,M,46.53357284229139,2038647
15629,F,46.2315087460418,2191654
15631,F,45.89645742599429,525852
15632,M,46.22644246558118,2492481
15635,M,46.02210167101211,720645
15636,M,46.648634135947646,289974
15637,F,46.1304079240542,1558746
15638,M,46.034373382527214,979213
15641,M,46.11982497269263,2062632
15642,M,46.07456603737961,1392394
15647,F,46.16001762754503,2202369
15648,M,45.9489217923618,1240966
15650,M,46.01365787024441,2827606
15653,F,47.15717817736017,21853
15655,F,46.425266589249304,974084
15656,M,47.97240220504259,2435851
15657,F,46.8284315074865,752169
15660,F,45.924378369331585,2372707
15662,M,46.10586450102399,524766
15667,F,45.91041789766294,693435
15669,F,46.468836764408785,1129508
15671,F,45.93665008084669,1482928
15672,F,46.044956333888784,652312
15674,F,46.39779603635234,1550705
15677,F,46.82212685731267,168820
15678,F,46.13378544436128,1728638
15679,M,46.16170638769857,224131
15684,M,45.966259784337524,2048626
15685,F,48.35440122055665,2877177
15688,M,45.92268960917804,1841958
15689,M,46.28566187256285,1612501
15691,M,46.06398308601805,364909
15692,F,45.95229931266888,2828765
15693,M,46.11644745238555,2089379
15696,M,46.16170638769857,2210354
15697,M,46.10586450102399,558283
15701,F,46.09190402935534,2398643
15703,F,46.16001762754503,2070513
15704,M,45.91041789766294,2096371
15706,F,46.561493785628684,2999531
15707,M,46.31020529559306,2917840
15713,M,46.02210167101211,2158273
15717,M,47.180820819509734,1722261
15718,M,45.97853149585263,1613972
15719,M,46.75784116987038,1179180
15722,F,46.48110847592389,2912512
15723,F,47.48288491575933,1006622
15728,M,52.087815849407896,176055
15730,M,46.74635743762816,2431326
15737,F,48.578331959303085,1523734
15739,F,46.06398308601805,795275
15741,M,45.98022025600617,1459026
15742,M,45.908729137509404,1974785
15743,F,46.08852650904826,1523450
15745,M,46.05722804540389,175073
15747,M,46.288701804037366,1482757
15751,M,46.10586450102399,253582
15752,M,46.225654486308294,620675
15754,F,47.2820344431051,134604
15755,M,45.96457102418398,893804
15758,M,46.24546921771044,782616
15759,M,47.49481903844187,3021509
15761,M,45.96457102418398,2951542
15763,F,46.50610228939443,963111
15764,M,46.48279723607743,1304850
15765,F,45.95229931266888,884301
15767,M,46.077943557686694,2061545
15770,M,46.22137618512056,2412866
15771,M,46.02210167101211,316370
15774,M,48.175955020338776,267922
15777,F,46.11982497269263,1972650
15778,M,46.172289339060136,2847469
15780,M,46.80861677608435,1202333
15782,F,46.036062142680755,2236749
15786,M,45.98022025600617,828714
